Gender,Age,Type_of_Travel,Class,Inflight_wifi_service,Arrival_time_convenient,Ease_of_Online_booking,Gate_location,Food_and_drink,boarding_process,Seat_comfort,Onboard_service,Leg_room,Baggage_handling,Checkin_service,Cleanliness,Minutes_delay_departing,Minutes_delay_arriving,Next_Flight_Distance
0,50,0,0,2,4,5,3,5,1,1,4,4,4,3,1,0,0,395
1,60,1,0,2,5,1,3,2,4,1,1, ,1,4,3,0,0,395
1,22,0,0,1,2,1,3,4,1,1,4,2,3,4,2,0,0,393
1,37,0,0,2,2,3,3,3,1,1,3,5,4,4,3,0,0,393
1,20,1,0,2,5,2,4,3,2,3,5,3,5,4,3,0,1,391
1,54,1,1,2,4,5,2,3,5,1,2, ,3,3,3,18,14,391
0,15,1,0,2,4,5,3,4,1,1,1,4,1,2,2,5,0,391
0,37,1,0,2,1,2,3,5,1,1,2,5,3,1,1,0,0,391
0,56,1,0,2,4,5,5,3,1,1,3,3,3,1,3,0,0,391
0,44,1,0,2,4,4,3,2,1,4,4,5,4,5,4,0,0,391
1,64,1,0,2,5,4,3,4,5,5,3, ,1,3,3,0,0,391
0,67,1,0,2,5,5,1,3,1,3,5,5,4,4,3,0,0,387
1,66,0,0,2,5,2,2,4,4,4,1, ,1,4,3,0,0,386
0,56,1,0,2,4,2,3,1,1,1,5,4,4,4,5,0,0,383
1,32,1,0,2,4,5,3,2,1,1,5,5,5,5,4,0,0,383
0,52,1,0,2,5,3,1,5,1,1,4,4,5,5,1,0,0,383
0,29,1,0,2,4,3,2,2,1,1,4,2,5,4,4,0,0,377
0,34,0,0,2,1,4,3,4,1,2,3,4,4,4,2,10,1,373
1,57,1,0,2,3,5,3,3,3,3,2, ,2,1,2,0,0,373
1,69,1,0,2,5,1,4,2,5,1,1, ,1,3,3,5,2,372
1,7,1,0,2,1,4,3,3,1,3,2,2,4,3,3,0,12,372
0,25,1,0,2,4,4,3,2,1,1,1,3,4,2,4,6,2,371
1,7,0,0,3,5,3,1,3,3,1,5,1,4,3,3,0,15,370
0,68,0,0,2,2,3,4,2,1,1,3,2,3,2,4,0,0,370
0,37,0,0,2,4,5,4,1,1,1,1,3,3,3,5,0,0,370
0,48,0,1,2,1,3,4,4,3,3,5, ,1,3,3,14,13,369
0,56,0,0,2,2,2,4,3,1,3,1,5,3,3,3,0,0,369
1,25,0,0,2,5,3,3,5,1,1,3,3,4,4,1,1,1,366
0,61,1,0,3,2,5,3,3,1,3,2,1,4,3,3,2,1,364
0,17,1,0,2,5,2,4,1,1,1,5,3,5,5,5,0,0,364
0,7,1,0,2,4,3,5,3,1,3,3,4,5,4,3,0,0,362
0,30,0,0,2,5,4,1,4,1,3,3,5,4,5,2,0,0,362
0,58,0,0,2,5,4,3,2,1,4,5,4,4,3,4,11,15,361
1,10,0,0,2,5,2,2,5,2,1,5,1,4,1,1,13,5,359
1,36,0,0,2,4,2,4,4,2,2,2,1,4,4,2,32,25,359
0,25,0,0,2,4,4,3,2,1,4,5,4,5,5,4,0,0,358
1,30,0,0,5,1,5,4,1,5,1,3,2,3,4,5,0,0,356
1,63,0,0,2,5,3,2, ,5,1,3,5,5,5,5,178,163,356
1,39,0,0,2,1,3,3,4,1,2,3,4,3,2,2,0,0,356
1,50,1,0,2,4,4,1,1,5,1,5, ,4,5,4,0,0,351
1,70,0,0,2,4,2,4,4,4,1,3, ,3,5,5,0,0,351
0,61,0,0,4,5,4,2,1,4,1,3,3,5,4,5,0,0,349
0,46,0,0,3,4,3,4,1,3,1,5,5,4,3,5,13,11,345
1,36,0,0,2,3,3,1,5,1,4,2,5,1,3,1,0,0,341
0,48,0,0,2,5,2,3,2,1,3,4,4,5,5,4,0,3,338
1,54,1,0,2,4,3,5,3,4,4,5, ,5,4,4,0,3,337
1,40,0,1,2,5,5,4,4,4,4,4, ,4,5,4,129,119,337
1,18,1,0,2,4,5,3,4,1,2,4,2,5,5,2,0,0,337
0,28,0,1,2,4,5,2,1,1,1,3,4,4,4,5,0,0,337
0,40,0,0,2,4,4,3,1,1,1,4,4,5,3,5,0,0,337
1,44,0,0,2,4,4,2,4,5,1,2, ,2,5,5,0,0,337
0,40,0,0,2,4,3,2,4,1,2,3,2,5,5,2,0,0,337
1,16,0,0,2,4,1,5,3,1,3,5,2,4,4,3,0,0,337
0,22,0,0,2,5,2,1,1,1,1,5,2,4,5,5,0,0,337
0,27,1,0,2,5,2,2,2,2,1,4,3,5,3,4,0,0,335
0,33,1,0,3,4,3,4,2,3,1,4,4,5,3,4,0,0,335
1,57,0,0,2,4,1,3,2,4,1,1, ,1,3,3,3,0,333
0,42,0,0,4, ,4,3,1,4,1,5,5,5,4,5,16,13,331
0,17,0,0,4,4,4,4,2,4,1,2,2,3,2,4,0,0,331
1,12,1,0,2,3,3,4, ,2,2,2,1,2,2,2,140,137,329
0,64,1,1,2,3,4,4,1,1,5,1,3,2,4,5,0,0,329
0,55,0,0,2,3,2,3,5,1,1,2,4,3,3,1,97,96,328
1,39,0,0,2,4,3,4,5,1,5,4,4,2,3,1,12,0,328
0,60,1,0,2,2,4,3,5,1,1,1,5,3,2,1,0,0,328
0,46,1,0,2,2,2,2,2,1,4,2,5,3,2,4,0,0,328
0,30,0,0,2, ,4,3,4,1,2,5,4,5,5,2,0,0,328
1,70,0,0,2, ,3,3,2,3,4,2, ,2,4,5,0,0,328
1,14,0,0,1,2,1,4,3,1,3,3,1,4,2,3,0,0,325
1,15,0,0,2,4,2,3,4,1,2,2,4,1,3,2,11,3,325
1,28,0,0,2,2,3,3,2,1,4,2,5,4,3,4,1,0,325
0,37,0,0,2,4,1,4,1,1,5,4,3,1,4,5,3,0,325
1,56,1,1,2,5,3,3,1,1,4,5, ,5,3,1,0,3,323
1,44,0,0,2,1,3,4,3,4,3,5, ,5,4,3,0,0,323
1,11,0,0,2,1,3,3,3,1,3,1,2,3,2,3,0,0,321
0,26,0,0,2,2,4,3,3,1,3,3,4,3,2,3,0,0,319
1,19,1,0,2,4,4,4,4,1,2,2,2,4,2,2,0,0,317
0,34,1,0,2,5,3,3,2,1,4,5,3,4,5,4,0,0,315
1,34,1,1,2,4,1,3,1,1,5,4,2,4,5,5,127,131,313
1,66,0,0,2,5,5,5,1,4,4,4, ,4,4,4,0,0,311
0,24,1,0,2,5,3,5,4,1,2,3,3,4,4,2,0,0,309
1,30,1,0,2,4,4,3,4,1,2,3,4,5,4,2,0,0,308
1,13,0,0,2,4,5,3,2,1,4,2,1,2,3,4,0,0,308
0,11,1,0,2,5,4,1,1,1,5,5,3,5,4,5,0,0,308
0,61,1,0,2,5,4,3,3,1,3,4,4,5,5,3,0,0,308
1,52,0,0,2,1,4,3,1,4,3,3, ,3,4,4,0,0,306
1,41,0,0,2,2,5,3,1,1,5,2,5,4,1,5,0,0,306
1,52,1,0,2,1,3,4,2,3,4,5, ,5,3,4,0,0,305
0,37,1,0,2,4,2,1,1,1,5,4,2,4,3,5,0,0,305
1,50,0,0,2,5,5,2,1,4,5,5, ,5,4,3,94,84,304
1,36,0,0,2,4,4,1,5,1,1,3,4,4,3,1,4,0,304
1,22,0,0,2,3,4,3,1,1,5,4,2,3,2,5,0,0,304
0,60,0,1,2,4,2,1,5,2,2,5,5,5,4,1,6,4,302
0,61,1,0,2,4,5,1,1,1,4,4,3,3,5,5,7,2,302
0,44,1,0,2,4,5,1,5,1,5,5,3,5,3,1,0,0,300
1,63,1,0,2,4,5,4,3,4,4,1, ,1,3,4,12,0,299
0,34,0,0,2,4, ,2,4,1,2,5,3,4,5,2,3,3,296
0,37,0,0,2,4,3,2,2,1,4,4,5,5,5,4,7,3,296
0,38,1,0,4,2,4,2,4,1,2,4,5,3,3,2,0,6,296
1,57,1,0,2,2,4,3,1,2,1,1, ,1,4,4,0,0,296
0,58,1,0,2,4,4,3,3,1,3,3,2,4,3,3,0,0,296
1,29,0,0,5,5,5,3,4,5,2,3,3,4,4,2,0,0,290
0,33,1,0,2,5, ,3,2,1,4,5,5,4,3,4,9,4,290
1,13,0,0,2,3,5,5,4,1,2,2,5,3,4,2,1,3,289
0,45,0,0,2,4, ,3,2,1,1,4,3,4,4,4,0,0,289
0,27,1,0,2,5,3,3,4,1,2,3,2,4,5,2,16,1,288
1,14,0,0,2,5,3,5,5,1,3,3,5,5,5,1,0,0,287
0,12,1,0,2,5,4,3,1,1,2,3,3,5,3,5,0,0,284
0,33,0,0,2,4, ,4,5,1,1,5,4,5,3,1,0,0,283
0,50,1,0,3,4, ,5,2,1,3,4,4,4,3,4,18,10,282
0,47,1,0,2,2,4,3,4,1,1,2,2,2,4,2,0,0,282
1,9,0,0,2,4, ,2,5,1,4,5,2,5,3,1,0,0,282
1,22,1,0,2,5,5,2,4,5,1,4,5,2,4,2,0,0,280
1,61,1,0,2,2,5,3,5,3,4,2, ,2,1,1,0,2,280
0,66,1,0,2,3,5,5,1,1,5,2,4,4,2,5,0,3,277
1,63,0,1,2,2,1,4,5,4,3,1, ,1,3,1,0,0,277
0,9,1,1,2,1,5,2,2,1,4,4,3,3,1,4,0,0,273
0,20,0,0,2,4,3,5,2,1,1,4,3,4,4,4,6,3,272
1,9,0,0,2,1,5,4,1,1,3,4,2,3,2,5,0,3,271
0,24,0,1,2,1, ,3,2,1,4,2,3,3,1,4,5,0,271
1,27,0,0,2,4, ,4,2,1,1,3,2,5,3,4,13,1,270
0,13,0,0,2, ,5,1,5,1,1,3,5,5,5,1,7,5,270
1,43,0,0,2,4,2,3,1,4,4,2, ,2,3,1,1,7,270
1,41,1,1,2,4,4,4,3,1,3,3,2,5,3,3,0,0,270
0,53,1,0,2,4,2,5,1,2,2,4,3,4,3,5,0,0,266
1,18,1,0,5,5,5,1,4,5,2,4,5,5,3,2,0,0,266
1,29,1,0,2,3,1,4,5,1,1,3,4,3,4,1,0,1,266
1,33,1,0,2,5,4,3,4,1,2,3,3,5,4,2,0,0,266
0,9,1,0,2,4,4,3,5,1,1,5,3,2,2,1,0,0,259
0,41,1,0,2,5,5,4,5,1,1,5,2,5,2,1,0,0,259
1,28,0,0,2,2,4,4,2,1,1,3,1,4,3,4,1,0,258
0,52,0,0,3,1,3,3,2,3,1,2,4,4,2,4,0,0,257
1,52,0,0,4,5,4,2,2,4,3,3,2,2,2,4,0,0,257
0,68,0,0,2,4,5,3,1,1,1,5,5,2,3,5,6,18,257
0,35,0,0,2,1,4,1,2,1,4,3,5,2,3,4,0,0,257
1,38,1,0,2,5,2,3,3,1,3,3,1,5,2,3,0,0,257
0,39,0,0,4,5,4,2,5,4,1,4,4,5,5,1,0,0,255
1,60,0,0,2,5,3,2,3,1,2,2, ,2,2,3,0,7,255
0,33,0,0,2,5,5,5,3,1,3,3,4,4,4,3,0,0,255
0,58,1,0,3,4,3,5,4,3,2,1,5,5,1,2,2,53,253
0,19,1,0,5,4,1,5,3,1,4,2,3,2,1,3,0,0,253
0,19,1,0,2,4,4,3,4,1,2,3,1,4,2,2,0,0,253
0,32,0,0,3,4,3,4,1,3,4,5,4,5,3,5,1,11,251
1,30,1,0,2,4,2,3,4,1,2,4,2,5,5,2,0,0,251
1,60,1,0,3,3,3,2,4,3,1,3,3,3,1,2,2,3,250
1,23,0,0,2,5,3,2,4,1,2,2,5,4,4,2,70,72,250
1,22,0,0,2,5,5,3,2,1,1,3,3,4,5,4,6,5,248
1,43,1,0,2,5,3,4,1,4,1,1, ,5,3,3,0,12,247
0,59,1,0,1,3,5,3,3,1,3,3,5,2,4,3,0,0,247
0,8,1,0,2,5,4,2,1,1,3,3,5,4,3,5,0,0,240
0,63,1,0,2,5,2,3,5,1,1,3,1,2,1,1,0,0,240
1,64,0,0,1,5,1,3,3,1,4,4,4,5,4,3,0,0,239
1,21,0,1,2,3,2,3,3,1,3,1,2,4,2,3,6,2,239
1,35,0,0,2,4,4,3,5,1,1,3,5,4,3,1,2,1,239
1,70,1,1,5,4,5,1,1,5,1,3,2,4,5,5,54,46,238
0,46,0,0,2,4,3,5,5,1,1,5,5,5,5,1,0,0,237
0,25,1,0,2,5,2,3,2,1,4,5,2,5,4,4,0,0,237
0,8,0,0,1,5,1,4,5,1,1,5,3,4,4,1,0,0,236
0,45,0,0,2,4,5,5,4,1,5,3,2,4,5,2,2,1,236
1,7,0,0,2,5,4,4,2,1,4,5,4,5,4,4,16,2,236
1,28,1,0,3,4,5,3,3,1,3,3,5,4,2,3,9,1,236
1,7,0,0,3,4,2,4,2,1,4,4,5,3,1,4,0,0,236
1,40,0,0,2,4,5,3,2,1,4,2,3,3,3,4,0,0,236
1,67,0,0,2,4,5,4,2,5,5,1, ,1,5,3,0,0,236
1,53,1,0,1,3,1,4,2,1,2,4,3,4,1,4,0,7,235
0,68,1,0,4,4,4,4,4,4,4,2,4,4,2,2,0,4,235
1,15,1,0,2,3,3,3, ,3,3,3,4,4,3,3,151,214,234
1,13,1,0,2,5,10,4,4,1,3,3,5,3,4,2,0,0,231
0,38,1,0,2,5,3,3,5,1,1,5,3,4,3,1,0,0,231
0,48,1,0,2,5,8,2,2,1,4,4,2,5,4,4,0,12,230
1,10,0,1,1,4,1,1,2,1,3,2,5,5,5,4,1,9,228
1,29,1,1,2,2,3,3,5,1,1,2,1,3,1,1,0,0,228
1,63,1,0,5,2,7,4,4,4,3,4, ,5,4,2,0,0,227
0,25,0,0,2,5,7,3,5,1,3,4,3,5,3,1,15,7,226
0,65,0,0,2,4,10,4,1,1,4,4,4,4,5,5,0,0,226
1,10,0,0,2,4,4,1,1,1,5,3,2,4,4,5,0,0,226
0,35,0,1,2,5,2,2,2,4,4,1, ,1,5,4,0,0,226
0,64,0,0,2,5,4,5,1,1,5,4,5,5,3,5,0,0,226
0,30,1,0,2,4, ,3,5,1,1,3,1,5,5,1,3,4,224
0,28,0,0,1,4,1,3,2,1,4,5,2,4,3,4,0,0,223
0,28,1,1,2,3,4,4,4,1,3,1,1,3,4,2,0,0,222
1,26,1,0,2,2, ,4,1,1,5,2,5,3,4,5,0,0,221
1,23,0,0,2,2,2,1,1,1,5,3,3,5,5,5,0,2,220
1,27,0,0,2,3,3,3,1,1,5,2,2,2,1,5,0,0,220
1,66,1,0,2,3,2,3,4,5,5,5,1,5,5,3,17,15,216
0,8,1,0,2,5,3,3,5,1,1,5,2,4,5,1,0,0,216
0,25,1,0,2,5,3,3,1,1,5,3,2,5,4,5,0,0,216
1,65,1,0,2,1,4,2,4,4,2,3,1,3,5,2,0,0,216
0,10,1,0,2,3,3,3,4,1,3,3,3,4,5,2,0,0,216
0,22,0,0,2,3,2,4,2,1,4,1,2,5,5,4,0,0,214
0,60,0,0,2,4,5,4,5,1,1,3,5,3,4,1,0,0,214
0,20,1,0,2,5,4,1,2,1,4,1,1,3,1,4,0,0,214
1,35,1,0,1,3,4,4,3,1,3,4,3,4,3,3,0,2,213
1,43,0,0,2,4,4,1,2,3,5,1,1,1,1,5,0,0,210
1,49,0,0,1,5,3,5,2,2,1,3,1,3,5,5,0,0,210
0,56,1,0,4,4,4,3,5,4,1,3,4,4,2,1,0,0,209
1,27,1,0,2,5,5,5,2,1,4,5,5,4,2,4,0,0,209
0,64,1,0,1,4, ,2,3,1,3,1,4,5,3,3,0,0,201
0,23,1,0,2,5, ,1,4,1,2,4,1,5,1,2,18,13,196
0,39,1,1,1,5,1,3,4,1,3,3,4,4,4,2,0,0,192
0,10,1,0,2,5,2,2,4,2,3,3,2,4,5,2,3,4,192
1,68,1,0,3,5,5,3,5,1,4,4,3,5,3,1,84,73,192
1,37,1,0,2,4,5,4,3,1,3,5,3,5,4,3,0,0,192
0,44,0,0,1,4,2,3,1,1,3,3,2,4,3,5,0,0,192
0,28,0,0,2,5, ,2,3,1,3,4,3,5,4,3,0,0,192
0,32,0,0,2,5,4,3,4,1,5,4,2,5,3,2,0,0,192
1,69,1,0,3,4,3,4,2,3,4,4,3,5,5,4,0,0,191
0,42,1,0,1,4,4,5,2,4,4,5,4,5,5,4,0,6,191
0,10,1,0,2,1,2,3,5,1,1,3,1,4,1,1,0,0,190
1,54,1,0,2,5,5,1,2,4,5,3,1,5,3,4,0,0,190
1,47,0,0,2,5,3,3,3,4,2,5,1,5,5,5,0,0,190
1,32,0,0,1,5,4,3,5,1,4,4,4,5,3,1,1,0,189
1,18,0,0,2,4,3,1,5,1,1,4,4,5,5,1,0,0,189
0,34,1,0,2,4,3,2,2,1,4,1,3,5,3,4,0,0,188
1,10,0,0,2,3,2,3,4,1,2,4,5,3,1,2,13,7,187
0,69,1,0,2,3, ,3,1,1,3,3,2,3,4,5,0,0,187
1,64,0,0,2,4,3,1,4,5,5,1,1,1,3,4,0,0,187
1,12,0,1,2,4,3,4,2,1,4,1,1,3,1,4,0,0,184
1,40,1,0,1,4,1,2,3,1,3,3,2,4,3,3,0,0,174
0,28,1,0,2,5,2,3,1,1,1,4,4,5,3,5,24,2,173
1,59,1,0,2,4,2,2,4,4,4,5,1,5,3,3,0,0,170
1,68,1,0,2,5,4,1,4,5,4,2,1,1,5,4,11,3,164
0,14,1,1,4,5,4,3,4,4,2,3,3,4,4,2,0,0,163
1,47,1,0,1,1,5,1,1,2,1,5,1,5,2,2,40,48,163
1,69,1,0,2,4,5,3,5,2,3,2,1,2,1,4,2,1,163
0,64,1,0,2,5,2,4,4,1,1,4,3,4,5,2,2,1,160
0,60,1,0,2,4,3,3,4,1,2,3,4,5,4,2,0,5,158
0,35,1,0,5,4,5,1,2,1,4,5,4,5,3,4,0,0,158
1,53,1,0,1,5,4,4,3,4,5,2,1,2,3,5,0,0,158
1,12,1,0,2,5,5,3,4,1,2,3,3,4,3,2,0,0,158
1,32,1,0,1,4,3,4,2,3,3,3,4,5,5,4,0,0,157
1,21,1,0,2,4,10,4,1,1,5,5,2,4,5,5,0,0,157
0,12,1,0,2,5,3,3,5,1,3,5,3,4,5,1,0,0,157
0,23,0,0,2,5,3,2,4,1,2,3,4,4,3,2,1,0,152
1,20,1,0,2,5,8,1,1,1,3,4,3,5,3,5,0,0,152
1,24,1,1,4,5,4,2,4,4,3,4,5,5,5,2,0,0,151
0,45,0,0,2,5,7,2,3,1,3,1,5,2,4,3,0,0,148
0,69,1,0,2,1,4,4,2,1,4,4,4,3,2,4,0,0,147
0,36,1,0,1,5,1,2,5,1,1,4,1,5,4,1,0,0,143
1,11,0,0,2,2,2,4,3,1,3,2,1,3,2,3,0,0,143
1,38,1,0,2,2,7,2,4,1,1,1,1,1,2,2,6,2,140
0,67,1,0,1,2,10,3,1,1,5,4,1,3,3,5,9,1,140
1,56,1,1,2, ,4,3,1,3,5,4,1,1,5,4,0,0,140
0,22,1,0,2,1, ,3,4,1,2,2,4,5,3,2,30,26,135
0,42,1,0,4,1,4,3,2,4,4,4,2,3,3,4,0,0,134
1,17,1,0,2,5,2,1,5,1,1,3,4,5,5,1,0,4,134
0,51,1,0,2,1,3,4,1,1,5,1,5,3,1,5,2,12,134
1,58,0,0,1, , ,3,3,3,3,3,1,1,2,5,47,48,134
1,16,0,0,1,2,4,4,1,1,5,2,1,3,1,5,0,0,134
0,45,0,0,2,5,3,4,2,1,2,2,5,1,4,4,0,1,130
0,41,0,0,1,4,4,4,5,1,1,2,5,3,1,1,0,0,130
1,70,0,1,3,5,3,5,5,1,1,3,5,4,3,1,0,0,130
0,49,1,0,2,2,3,4,4,1,1,1,2,4,2,2,0,0,128
1,12,1,0,2,5,4,3,1,1,5,4,5,3,3,5,4,4,125
0,63,1,0,1,4,2,2,4,1,2,5,5,2,5,2,0,0,125
0,60,1,0,2,1,5,1,5,1,1,3,4,1,4,1,0,0,121
0,61,0,0,1,5,2,3,3,1,1,5,2,3,5,3,0,0,120
1,54,1,0,2,4,4,3,5,3,2,1,1,3,1,3,0,0,119
0,12,1,0,1,3,2,4,2,2,4,4,1,1,1,4,24,9,118
0,52,1,0,2,1, ,3,4,1,2,1,5,2,2,2,0,7,110
0,35,1,0,1,5,5,2,3,1,3,2,3,3,2,3,77,74,110
0,17,1,0,2,2,4,4,4,1,2,4,4,3,1,2,0,0,110
1,66,1,0,2,5,3,1,2,3,4,2,1,2,1,2,0,0,110
1,25,1,0,2,3, ,4,1,1,1,4,2,1,2,5,0,0,109
1,13,1,0,1,5,4,4,1,1,3,5,3,4,5,5,0,0,109
0,48,1,0,2,5, ,2,2,1,4,4,3,5,3,4,0,0,109
1,21,1,0,2,5,2,2,2,1,1,3,4,4,5,4,0,11,106
1,8,1,0,2,4,3,1,5,1,1,4,3,4,3,1,1,2,102
0,46,1,0,2,4,2,3,5,1,1,4,1,4,3,1,2,4,102
1,22,1,0,2,3,5,3,1,1,5,1,3,4,3,5,0,0,102
1,40,1,0,2,4,3,4,5,1,1,4,4,4,5,1,0,0,102
0,8,1,0,2,5,5,5,3,1,1,4,3,1,1,3,0,0,102
1,15,1,1,1,5,5,2,3,1,3,1,5,2,4,3,0,0,102
1,48,1,0,1,4,2,1,1,5,4,4,1,5,3,4,0,1,101
0,62,1,0,2,3, ,2,3,1,3,1,4,4,2,3,0,2,101
0,17,1,1,2,4,3,3,5,1,1,4,4,4,3,1,0,0,101
0,60,1,0,2,4,3,5,4,1,1,4,2,4,5,2,0,0,101
1,53,1,0,1,5,4,4,4,4,4,3,1,3,4,4,0,0,101
0,9,1,0,2,1,3,4,3,1,4,3,2,3,1,3,591,12,100
0,33,1,0,4,3,4,3,5,4,1,2,3,3,1,1,5,8,89
0,53,1,0,2,5,1,3,1,1,5,5,2,3,5,5,0,6,89
1,39,1,0,2,5,2,1,4,1,2,3,3,5,4,2,0,0,86
0,60,1,0,2,1,2,3,3,1,1,4,1,3,2,3,0,0,84
1,27,1,0,1,4,4,5,4,1,2,4,4,5,5,2,0,0,74
